words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos
"They had to hire the landscapers, to help them remove a stump beside the fence.",559,MC,They,had,to,hire,the,"landscapers,",to,help,them,remove,a,stump,beside,the,fence.,,7,stump,12
"Behind the storage shed, there were some dead branches and a stump beside the fence.",560,LC,Behind,the,storage,"shed,",there,were,some,dead,branches,and,a,stump,beside,the,fence.,,7,stump,12
"To make the cake sweet, he added some more sugar and cinnamon.",561,HC,To,make,the,cake,"sweet,",he,added,some,more,sugar,and,cinnamon.,,,,,199,sugar,10
My wife didn't notice that I added some more sugar and cinnamon.,562,MC,My,wife,didn't,notice,that,I,added,some,more,sugar,and,cinnamon.,,,,,199,sugar,10
I reminded my wife that we needed some more sugar and cinnamon.,563,LC,I,reminded,my,wife,that,we,needed,some,more,sugar,and,cinnamon.,,,,,199,sugar,10
"To look good at the funeral, he needed to buy a suit at Kohl's.",564,HC,To,look,good,at,the,"funeral,",he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12
"He had a big date, and he needed to buy a suit at Kohl's.",565,MC,He,had,a,big,"date,",and,he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12
"Because he's visiting his grandma soon, he needed to buy a suit at Kohl's.",566,LC,Because,he's,visiting,his,grandma,"soon,",he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12
At two o'clock the British family always has crumpets and tea on the back porch.,567,HC,At,two,o'clock,the,British,family,always,has,crumpets,and,tea,on,the,back,porch.,,204,tea,11
"At the breakfast buffet, the conference was serving coffee and tea on the back porch.",568,MC,At,the,breakfast,"buffet,",the,conference,was,serving,coffee,and,tea,on,the,back,porch.,,204,tea,11
When their mother was home they could have brownies and tea on the back porch.,569,LC,When,their,mother,was,home,they,could,have,brownies,and,tea,on,the,back,porch.,,204,tea,11
The dentist was teaching Emma how to clean her teeth before bedtime.,570,HC,The,dentist,was,teaching,Emma,how,to,clean,her,teeth,before,bedtime.,,,,,80,teeth,10
Our mother told my sister to always clean her teeth before bedtime.,571,MC,Our,mother,told,my,sister,to,always,clean,her,teeth,before,bedtime.,,,,,80,teeth,10
The nanny reminded my sister to look after her teeth before bedtime.,572,LC,The,nanny,reminded,my,sister,to,look,after,her,teeth,before,bedtime.,,,,,80,teeth,10
Everett lit the campfire while I pitched the tent near the woods.,573,HC,Everett,lit,the,campfire,while,I,pitched,the,tent,near,the,woods.,,,,,155,tent,9
The kids at summer camp slept in the tent near the woods.,574,MC,The,kids,at,summer,camp,slept,in,the,tent,near,the,woods.,,,,,155,tent,9
Everett's dad asked if he could move the tent near the woods.,575,LC,Everett's,dad,asked,if,he,could,move,the,tent,near,the,woods.,,,,,155,tent,9
The pill I just swallowed is stuck in my throat which is uncomfortable.,576,HC,The,pill,I,just,swallowed,is,stuck,in,my,throat,which,is,uncomfortable.,,,,88,throat,10
The doctor said I have something stuck in my throat which is uncomfortable.,577,MC,The,doctor,said,I,have,something,stuck,in,my,throat,which,is,uncomfortable.,,,,88,throat,10
The doctor isn't able to do anything about my throat which is uncomfortable.,578,LC,The,doctor,isn't,able,to,do,anything,about,my,throat,which,is,uncomfortable.,,,,88,throat,10
He made a dentist appointment to extract his broken tooth that was infected.,579,HC,He,made,a,dentist,appointment,to,extract,his,broken,tooth,that,was,infected.,,,,82,tooth,10
He had difficulty speaking because he had a broken tooth that was infected.,580,MC,He,had,difficulty,speaking,because,he,had,a,broken,tooth,that,was,infected.,,,,82,tooth,10
"After some discussion, they decided to remove the broken tooth that was infected.",581,LC,After,some,"discussion,",they,decided,to,remove,the,broken,tooth,that,was,infected.,,,,82,tooth,10
The tiny maple sapling has grown into a large tree in the front yard.,582,HC,The,tiny,maple,sapling,has,grown,into,a,large,tree,in,the,front,yard.,,,71,tree,10
The bicycle was swerving and crashed into a large tree in the front yard.,583,MC,The,bicycle,was,swerving,and,crashed,into,a,large,tree,in,the,front,yard.,,,71,tree,10
Joan and her decorator decided to add a large tree in the front yard.,584,LC,Joan,and,her,decorator,decided,to,add,a,large,tree,in,the,front,yard.,,,71,tree,10
Ben unloaded the bags of cement from the back of the truck in the garage.,585,HC,Ben,unloaded,the,bags,of,cement,from,the,back,of,the,truck,in,the,garage.,,41,truck,12
The fugitive hid from the police in the back of the truck in the garage.,586,MC,The,fugitive,hid,from,the,police,in,the,back,of,the,truck,in,the,garage.,,41,truck,12
Ben was being so violent that he tried to smash the truck in the garage.,587,LC,Ben,was,being,so,violent,that,he,tried,to,smash,the,truck,in,the,garage.,,41,truck,12
"There's no need to lie, you can tell me the truth about Sarah.",588,HC,There's,no,need,to,"lie,",you,can,tell,me,the,truth,about,Sarah.,,,,19,truth,11
My friend at the office refused to tell me the truth about Sarah.,589,MC,My,friend,at,the,office,refused,to,tell,me,the,truth,about,Sarah.,,,,19,truth,11
The police officer was unsure if he could find the truth about Sarah.,590,LC,The,police,officer,was,unsure,if,he,could,find,the,truth,about,Sarah.,,,,19,truth,11
Elephants are often hunted for the ivory in their tusks before nightfall.,591,HC,Elephants,are,often,hunted,for,the,ivory,in,their,tusks,before,nightfall.,,,,,118,tusks,10
"After catching the animals, the poachers cut off their tusks before nightfall.",592,MC,After,catching,the,"animals,",the,poachers,cut,off,their,tusks,before,nightfall.,,,,,118,tusks,10
The smugglers could not find a buyer for their tusks before nightfall.,593,LC,The,smugglers,could,not,find,a,buyer,for,their,tusks,before,nightfall.,,,,,118,tusks,10
The city lies between two hills in a valley somewhere in Colorado.,594,HC,The,city,lies,between,two,hills,in,a,valley,somewhere,in,Colorado.,,,,,156,valley,9
The team discovered the fertile crops in a valley somewhere in Colorado.,595,MC,The,team,discovered,the,fertile,crops,in,a,valley,somewhere,in,Colorado.,,,,,156,valley,9
The house sits between two shops in a valley somewhere in Colorado.,596,LC,The,house,sits,between,two,shops,in,a,valley,somewhere,in,Colorado.,,,,,156,valley,9
"At the ice cream shop, Jen asked for both chocolate and vanilla which is his favorite.",597,HC,At,the,ice,cream,"shop,",Jen,asked,for,both,chocolate,and,vanilla,which,is,his,favorite.,40,vanilla,12
To add flavor to the frosting he added maple syrup and vanilla which is his favorite.,598,MC,To,add,flavor,to,the,frosting,he,added,maple,syrup,and,vanilla,which,is,his,favorite.,40,vanilla,12
"He walked down to the supermarket to buy milk, flour, and vanilla which is his favorite.",599,LC,He,walked,down,to,the,supermarket,to,buy,"milk,","flour,",and,vanilla,which,is,his,favorite.,40,vanilla,12
"To display the roses, Katie put them in an expensive vase made of porcelain.",600,HC,To,display,the,"roses,",Katie,put,them,in,an,expensive,vase,made,of,porcelain.,,,104,vase,11
The collector of Chinese artifacts had just acquired the expensive vase made of porcelain.,601,MC,The,collector,of,Chinese,artifacts,had,just,acquired,the,expensive,vase,made,of,porcelain.,,,104,vase,11
The young couple paid lots of money for the expensive vase made of porcelain.,602,LC,The,young,couple,paid,lots,of,money,for,the,expensive,vase,made,of,porcelain.,,,104,vase,11
The bride covered her face with a veil made of silk.,603,HC,The,bride,covered,her,face,with,a,veil,made,of,silk.,,,,,,103,veil,8
She wore a beautiful gown and a veil made of silk.,604,MC,She,wore,a,beautiful,gown,and,a,veil,made,of,silk.,,,,,,103,veil,8
The seamstress sewed two sheets and a veil made of silk.,605,LC,The,seamstress,sewed,two,sheets,and,a,veil,made,of,silk.,,,,,,103,veil,8
"Before the show, the sick opera singer suddenly lost her voice and couldn't speak.",606,HC,Before,the,"show,",the,sick,opera,singer,suddenly,lost,her,voice,and,couldn't,speak.,,,160,voice,11
"Before the cameras started rolling, the actress suddenly lost her voice and couldn't speak.",607,MC,Before,the,cameras,started,"rolling,",the,actress,suddenly,lost,her,voice,and,couldn't,speak.,,,160,voice,11
"Before leaving to buy groceries, my aunt suddenly lost her voice and couldn't speak.",608,LC,Before,leaving,to,buy,"groceries,",my,aunt,suddenly,lost,her,voice,and,couldn't,speak.,,,160,voice,11
"In the election, people younger than eighteen aren't allowed to vote for some reason.",609,HC,In,the,"election,",people,younger,than,eighteen,aren't,allowed,to,vote,for,some,reason.,,,87,vote,11
"In countries with strict religious codes, women aren't allowed to vote for some reason.",610,MC,In,countries,with,strict,religious,"codes,",women,aren't,allowed,to,vote,for,some,reason.,,,87,vote,11
"On some campuses, many of the students don't want to vote for some reason.",611,LC,On,some,"campuses,",many,of,the,students,don't,want,to,vote,for,some,reason.,,,87,vote,11
The bride refused to invite her father to the wedding for some reason.,612,HC,The,bride,refused,to,invite,her,father,to,the,wedding,for,some,reason.,,,,68,wedding,10
Kathy decided not to invite her uncle to the wedding for some reason.,613,MC,Kathy,decided,not,to,invite,her,uncle,to,the,wedding,for,some,reason.,,,,68,wedding,10
The lazy teenager didn't want to go to the wedding for some reason.,614,LC,The,lazy,teenager,didn't,want,to,go,to,the,wedding,for,some,reason.,,,,68,wedding,10
The woman would need a raincoat to avoid getting wet out there.,615,HC,The,woman,would,need,a,raincoat,to,avoid,getting,wet,out,there.,,,,,127,wet,10
He didn't drive home because the roads were getting wet out there.,616,MC,He,didn't,drive,home,because,the,roads,were,getting,wet,out,there.,,,,,127,wet,10
He doesn't run very often because he hates getting wet out there.,617,LC,He,doesn't,run,very,often,because,he,hates,getting,wet,out,there.,,,,,127,wet,10
The referee was blowing on his whistle during the soccer game.,618,HC,The,referee,was,blowing,on,his,whistle,during,the,soccer,game.,,,,,,76,whistle,7
None of the players heard his whistle during the soccer game.,619,MC,,of,the,players,heard,his,whistle,during,the,soccer,game.,,,,,,76,whistle,7
My brother remembered to bring his whistle during the soccer game.,620,LC,My,brother,remembered,to,bring,his,whistle,during,the,soccer,game.,,,,,,76,whistle,7
"At the vineyard, he bought a fancy bottle of wine from France.",621,HC,At,the,"vineyard,",he,bought,a,fancy,bottle,of,wine,from,France.,,,,,60,wine,10
The waiter forgot to bring me my glass of wine from France.,622,MC,The,waiter,forgot,to,bring,me,my,glass,of,wine,from,France.,,,,,60,wine,10
"At the market, he bought a new type of wine from France.",623,LC,At,the,"market,",he,bought,a,new,type,of,wine,from,France.,,,,,60,wine,10
"Then, the genie granted his third and final wish from the lamp.",624,HC,"Then,",the,genie,granted,his,third,and,final,wish,from,the,lamp.,,,,,77,wish,9
The king remembered that he had one final wish from the lamp.,625,MC,The,king,remembered,that,he,had,one,final,wish,from,the,lamp.,,,,,77,wish,9
The young boy had forgotten about his final wish from the lamp.,626,LC,The,young,boy,had,forgotten,about,his,final,wish,from,the,lamp.,,,,,77,wish,9
The kids thought that the scary old woman was probably a witch after all.,627,HC,The,kids,thought,that,the,scary,old,woman,was,probably,a,witch,after,all.,,,78,witch,12
For Halloween that year she decided to dress up as a witch after all.,628,MC,For,Halloween,that,year,she,decided,to,dress,up,as,a,witch,after,all.,,,78,witch,12
She decided that she shouldn't write a children's story about a witch after all.,629,LC,She,decided,that,she,shouldn't,write,a,children's,story,about,a,witch,after,all.,,,78,witch,12
At the sawmill they slice logs into long planks of wood with smooth edges.,630,HC,At,the,sawmill,they,slice,logs,into,long,planks,of,wood,with,smooth,edges.,,,179,wood,11
"To repair the cabinet, he needed several different types of wood with smooth edges.",631,MC,To,repair,the,"cabinet,",he,needed,several,different,types,of,wood,with,smooth,edges.,,,179,wood,11
At the ancient burial site they found weapons made of wood with smooth edges.,632,LC,At,the,ancient,burial,site,they,found,weapons,made,of,wood,with,smooth,edges.,,,179,wood,11
Shearing the sheep produced a large amount of wool that was very warm.,633,HC,Shearing,the,sheep,produced,a,large,amount,of,wool,that,was,very,warm.,,,,129,wool,9
The elderly shepherd sold a large amount of wool that was very warm.,634,MC,The,elderly,shepherd,sold,a,large,amount,of,wool,that,was,very,warm.,,,,129,wool,9
The new factory produced a large amount of wool that was very warm.,635,LC,The,new,factory,produced,a,large,amount,of,wool,that,was,very,warm.,,,,129,wool,9
The old couple sat together without speaking a single word the entire time.,636,HC,The,old,couple,sat,together,without,speaking,a,single,word,the,entire,time.,,,,115,word,10
"Despite his best efforts, he couldn't recognize a single word the entire time.",637,MC,Despite,his,best,"efforts,",he,couldn't,recognize,a,single,word,the,entire,time.,,,,115,word,10
"During his stay, the visitor only used a single word the entire time.",638,LC,During,his,"stay,",the,visitor,only,used,a,single,word,the,entire,time.,,,,115,word,10
The kitten was playing with a ball of yarn at the market.,639,HC,The,kitten,was,playing,with,a,ball,of,yarn,at,the,market.,,,,,56,yarn,9
The old woman was collecting different colors of yarn at the market.,640,MC,The,old,woman,was,collecting,different,colors,of,yarn,at,the,market.,,,,,56,yarn,9
Emily had trouble finding the right color of yarn at the market.,641,LC,Emily,had,trouble,finding,the,right,color,of,yarn,at,the,market.,,,,,56,yarn,9
"To record some high school memories, he had everyone sign his yearbook after graduation.",642,HC,To,record,some,high,school,"memories,",he,had,everyone,sign,his,yearbook,after,graduation.,,,170,yearbook,12
"In high school, I wrote my boyfriend a message in his yearbook after graduation.",643,MC,In,high,"school,",I,wrote,my,boyfriend,a,message,in,his,yearbook,after,graduation.,,,170,yearbook,12
"Apparently, because James didn't have a pen, he couldn't sign his yearbook after graduation.",644,LC,"Apparently,",because,James,didn't,have,a,"pen,",he,couldn't,sign,his,yearbook,after,graduation.,,,170,yearbook,12
"To see the exotic animals, we took the children to the zoo in San Diego.",645,HC,To,see,the,exotic,"animals,",we,took,the,children,to,the,zoo,in,San,Diego.,,6,zoo,12
"To see the pretty horses, we took the children to the zoo in San Diego.",646,MC,To,see,the,pretty,"horses,",we,took,the,children,to,the,zoo,in,San,Diego.,,6,zoo,12
Jennifer asked a close friend if they could go to the zoo in San Diego.,647,LC,Jennifer,asked,a,close,friend,if,they,could,go,to,the,zoo,in,San,Diego.,,6,zoo,12
