words,itemnum,used_in_expt2,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,gpt2,gpt2prob,gpt2region,gpt2regionprob,glovedistmin,glovedistmean,unigram,unigramregion,wlen,wlenregion
The big kids always teased Jason because he was very short for his age.,487,False,MC,The,big,kids,always,teased,Jason,because,he,was,very,short,for,his,age.,,,63,short,11,5.387854,0.0045717736,10.31485,3.3137338e-05,0.7670231632599418,0.9016196958789214,3.899414,8.458449,5,11
The parents were worried about Jason because he was very short for his age.,488,False,LC,The,parents,were,worried,about,Jason,because,he,was,very,short,for,his,age.,,,63,short,11,4.268317,0.014005331,8.831977,0.00014598935,0.9928796970810112,1.0205595636678728,3.899414,8.458449,5,11
"When exiting the highway, they had trouble reading the small sign in the distance.",489,False,HC,When,exiting,the,"highway,",they,had,trouble,reading,the,small,sign,in,the,distance.,,,189,sign,11,3.5389128,0.029044889,7.47133,0.0005691707,0.8314683121964229,0.8982628015250355,4.0103064,7.0957228,4,9
"On their country drive, they had trouble seeing the small sign in the distance.",490,False,MC,On,their,country,"drive,",they,had,trouble,seeing,the,small,sign,in,the,distance.,,,189,sign,11,6.0055056,0.0024651426,9.111632,0.0001103744,0.8486927296287099,0.9220446264830608,4.0103064,7.0957228,4,9
"At the Italian restaurant, they had trouble reading the small sign in the distance.",491,False,LC,At,the,Italian,"restaurant,",they,had,trouble,reading,the,small,sign,in,the,distance.,,,189,sign,11,5.281278,0.005085926,9.096834,0.00011201988,0.8833451223558283,0.9431370878780596,4.0103064,7.0957228,4,9
Long before he saw the ambulance's lights he heard the siren off in the distance.,492,False,HC,Long,before,he,saw,the,ambulance's,lights,he,heard,the,siren,off,in,the,distance.,,200,siren,11,6.000755,0.0024768817,18.779095,6.9878374e-09,0.6470431501509051,0.834389692733154,5.9256916,11.005005800000001,5,10
When Dennis got closer to the intersection he heard the siren off in the distance.,493,False,MC,When,Dennis,got,closer,to,the,intersection,he,heard,the,siren,off,in,the,distance.,,200,siren,11,6.3249145,0.0017911195,19.395998,3.770727e-09,0.8061971369008849,0.9282952349714294,5.9256916,11.005005800000001,5,10
The students were ducking for cover when they heard the siren off in the distance.,494,False,LC,The,students,were,ducking,for,cover,when,they,heard,the,siren,off,in,the,distance.,,200,siren,11,5.9662995,0.0025637108,19.280005,4.2344834e-09,0.8061971369008849,0.930130599415536,5.9256916,11.005005800000001,5,10
She was the youngest out of all her brothers and sisters at home.,495,False,HC,She,was,the,youngest,out,of,all,her,brothers,and,sisters,at,home.,,,,117,sisters,11,0.2327404,0.79235923,10.102091,4.0993753e-05,0.3680889085533031,0.5051622444743205,5.1214185,11.8113306,7,14
She learned how to use makeup from her friends and sisters at home.,496,False,MC,She,learned,how,to,use,makeup,from,her,friends,and,sisters,at,home.,,,,117,sisters,11,6.404571,0.0016539795,15.70998,1.5039811e-07,0.5640858231758131,0.8356886144647542,5.1214185,11.8113306,7,14
She was always rude and obnoxious around her teachers and sisters at home.,497,False,LC,She,was,always,rude,and,obnoxious,around,her,teachers,and,sisters,at,home.,,,,117,sisters,11,6.043438,0.0023733852,14.797769,3.7446458e-07,0.7805895377270332,0.9315974121332616,5.1214185,11.8113306,7,14
Not using sunscreen at the beach can damage your skin quite badly.,498,False,HC,Not,using,sunscreen,at,the,beach,can,damage,your,skin,quite,badly.,,,,,198,skin,10,0.41475925,0.6604993,13.586506,1.2573479e-06,0.5478087031865552,0.7626099573663512,4.462105,13.886839900000002,4,15
The chemicals floating in the water can damage your skin quite badly.,499,False,MC,The,chemicals,floating,in,the,water,can,damage,your,skin,quite,badly.,,,,,198,skin,10,1.8081445,0.16395809,14.508529,5.000645e-07,0.6926525850287226,0.8127925222148498,4.462105,13.886839900000002,4,15
The factory produces noxious chemicals that can damage your skin quite badly.,500,False,LC,The,factory,produces,noxious,chemicals,that,can,damage,your,skin,quite,badly.,,,,,198,skin,10,1.5271337,0.21715721,16.565321,6.3939986e-08,0.6926525850287226,0.8488515650173891,4.462105,13.886839900000002,4,15
Eric comforted his tearful son and sang him to sleep after all the commotion.,501,False,HC,Eric,comforted,his,tearful,son,and,sang,him,to,sleep,after,all,the,commotion.,,,188,sleep,10,0.12624331,0.88140035,10.362894,3.158292e-05,0.6833604466005654,0.8779900150748438,4.485659,10.1506411,5,13
My nephew told us that he didn't want to sleep after all the commotion.,502,False,MC,My,nephew,told,us,that,he,didn't,want,to,sleep,after,all,the,commotion.,,,188,sleep,10,5.546388,0.0039015235,15.210615,2.4780712e-07,0.7955701502872408,0.8507983781184904,4.485659,10.1506411,5,13
All of us knew that Eric wouldn't want to sleep after all the commotion.,503,False,LC,All,of,us,knew,that,Eric,wouldn't,want,to,sleep,after,all,the,commotion.,,,188,sleep,10,6.3966937,0.00166706,15.303005,2.25938e-07,0.8205728753178219,0.8831568641552666,4.485659,10.1506411,5,13
They didn't rent the apartment because the kitchen was too small and unimpressive.,504,False,HC,They,didn't,rent,the,apartment,because,the,kitchen,was,too,small,and,unimpressive.,,,,9,small,11,1.9213808,0.14640467,18.097727,1.3812017e-08,0.8220859836411479,0.8787943582110564,3.5926342,12.2982794,5,21
They didn't buy the convertible because the engine was too small and unimpressive.,505,False,MC,They,didn't,buy,the,convertible,because,the,engine,was,too,small,and,unimpressive.,,,,9,small,11,2.472428,0.08437973,16.540264,6.5562354e-08,0.8493563094430272,0.9394259324630012,3.5926342,12.2982794,5,21
She decided not to apply because the college was too small and unimpressive.,506,False,LC,She,decided,not,to,apply,because,the,college,was,too,small,and,unimpressive.,,,,9,small,11,2.9661884,0.05149923,17.34835,2.9221809e-08,0.8351867987837196,0.9260584974411674,3.5926342,12.2982794,5,21
A boa constrictor is a very dangerous type of snake in the jungle.,507,True,HC,A,boa,constrictor,is,a,very,dangerous,type,of,snake,in,the,jungle.,,,,163,snake,10,3.7832482,0.022748679,9.419379,8.113637e-05,0.5504613996223708,0.7227018223823041,5.290776,8.3761924,5,10
He had never been bitten by that type of snake in the jungle.,508,True,MC,He,had,never,been,bitten,by,that,type,of,snake,in,the,jungle.,,,,163,snake,10,2.896976,0.055189863,9.503151,7.461635e-05,0.5937871740324168,0.8334366342624945,5.290776,8.3761924,5,10
My little sister had never seen that type of snake in the jungle.,509,True,LC,My,little,sister,had,never,seen,that,type,of,snake,in,the,jungle.,,,,163,snake,10,7.3241405,0.00065942615,13.260935,1.7412021e-06,0.8517436366216182,0.9462665015126784,5.290776,8.3761924,5,10
Germs are spread when people cough or sneeze around other people.,510,False,HC,Germs,are,spread,when,people,cough,or,sneeze,around,other,people.,,,,,,130,sneeze,8,0.41150922,0.6626494,13.714321,1.1064863e-06,0.4854280603117812,0.737605751175013,6.2991652,12.432191300000001,6,17
This powder might make you itch or sneeze around other people.,511,False,MC,This,powder,might,make,you,itch,or,sneeze,around,other,people.,,,,,,130,sneeze,8,5.5179944,0.00401389,21.266396,5.8092725e-10,0.6555997288858766,0.841747686085401,6.2991652,12.432191300000001,6,17
People always notice when I laugh or sneeze around other people.,512,False,LC,People,always,notice,when,I,laugh,or,sneeze,around,other,people.,,,,,,130,sneeze,8,5.8565564,0.002861079,18.375702,1.0460057e-08,0.5555750619451327,0.8204117823531373,6.2991652,12.432191300000001,6,17
"In the shower, he accidentally dropped the bar of soap yesterday afternoon.",513,False,HC,In,the,"shower,",he,accidentally,dropped,the,bar,of,soap,yesterday,afternoon.,,,,,138,soap,10,1.8553605,0.15639655,14.8447485,3.5727913e-07,0.60282972095905,0.819926863448263,5.3219295,14.9452206,4,23
The janitor decided to purchase a new brand of soap yesterday afternoon.,514,False,MC,The,janitor,decided,to,purchase,a,new,brand,of,soap,yesterday,afternoon.,,,,,138,soap,10,5.4969263,0.0040993523,16.96117,4.3038526e-08,0.8537276918329852,0.8938154779440095,5.3219295,14.9452206,4,23
He forgot to stock up on that type of soap yesterday afternoon.,515,False,LC,He,forgot,to,stock,up,on,that,type,of,soap,yesterday,afternoon.,,,,,138,soap,10,7.271805,0.0006948568,19.469454,3.5036736e-09,0.8947477194191047,0.913679040878232,5.3219295,14.9452206,4,23
The kids had lots of cavities because they drank soda all the time.,516,False,HC,The,kids,had,lots,of,cavities,because,they,drank,soda,all,the,time.,,,,192,soda,10,4.9043107,0.007414552,11.128075,1.4693951e-05,0.5481949799442216,0.7434223713596818,5.317121,9.3442372,4,10
"They were out of lemonade, so instead they drank soda all the time.",517,False,MC,They,were,out,of,"lemonade,",so,instead,they,drank,soda,all,the,time.,,,,192,soda,10,5.2528625,0.005232519,14.453491,5.2835827e-07,0.3630432963747665,0.555892004838693,5.317121,9.3442372,4,10
"The hotel didn't have coffee, so instead they drank soda all the time.",518,False,LC,The,hotel,didn't,have,"coffee,",so,instead,they,drank,soda,all,the,time.,,,,192,soda,10,5.157867,0.00575396,14.8540535,3.5397005e-07,0.5006988966544073,0.7379321981524314,5.317121,9.3442372,4,10
She puckered her lips because the lemon was too sour and tangy.,519,False,HC,She,puckered,her,lips,because,the,lemon,was,too,sour,and,tangy.,,,,,216,sour,10,6.645446,0.0012999288,16.49466,6.862154e-08,0.4346162589842685,0.7057640787480954,5.3169465,14.624714,4,13
She spat out the fruit because it was too sour and tangy.,520,False,MC,She,spat,out,the,fruit,because,it,was,too,sour,and,tangy.,,,,,216,sour,10,5.2138715,0.00544057,16.444668,7.213923e-08,0.5353667857828153,0.6870358211797691,5.3169465,14.624714,4,13
She threw away her meal because it was too sour and tangy.,521,False,LC,She,threw,away,her,meal,because,it,was,too,sour,and,tangy.,,,,,216,sour,10,6.596021,0.0013657915,17.320978,3.0032727e-08,0.6827984402936058,0.8888803826205894,5.3169465,14.624714,4,13
Lines of longitude go from the north to the south I think.,522,False,HC,Lines,of,longitude,go,from,the,north,to,the,south,I,think.,,,,,50,south,10,0.35222244,0.7031237,14.537386,4.8584025e-07,0.0683626560698013,0.6272597770075947,4.4283285,11.7443502,5,12
The arrow on the compass was pointing to the south I think.,523,False,MC,The,arrow,on,the,compass,was,pointing,to,the,south,I,think.,,,,,50,south,10,3.51486,0.029751971,16.631845,5.9824806e-08,0.8256238402648919,0.8929153931421512,4.4283285,11.7443502,5,12
"On their long vacation, the family traveled to the south I think.",524,False,LC,On,their,long,"vacation,",the,family,traveled,to,the,south,I,think.,,,,,50,south,10,5.3572054,0.0047140615,24.132942,3.3051895e-11,0.7396353292814365,0.8694054918033169,4.4283285,11.7443502,5,12
The politician stood at the podium and gave a long speech about slavery.,525,False,HC,The,politician,stood,at,the,podium,and,gave,a,long,speech,about,slavery.,,,,17,speech,11,1.2905607,0.27511647,13.454544,1.4347154e-06,0.7619471062953025,0.8545225375755794,4.150996,12.4246371,6,19
Hamilton didn't have the patience to sit through the long speech about slavery.,526,False,MC,Hamilton,didn't,have,the,patience,to,sit,through,the,long,speech,about,slavery.,,,,17,speech,11,6.59308,0.0013698144,19.469093,3.5049368e-09,0.9465151716163894,0.9712181204931736,4.150996,12.4246371,6,19
Hamilton and his coworkers were chatting together after the long speech about slavery.,527,False,LC,Hamilton,and,his,coworkers,were,chatting,together,after,the,long,speech,about,slavery.,,,,17,speech,11,9.190017,0.000102053156,21.29905,5.622641e-10,0.9038235873535908,0.9828138956264194,4.150996,12.4246371,6,19
Merlin needed his magic wand to cast the spell for some reason.,528,False,HC,Merlin,needed,his,magic,wand,to,cast,the,spell,for,some,reason.,,,,,186,spell,9,1.1978177,0.30185223,10.746478,2.1521071e-05,0.4796777741974911,0.7044335114860084,4.795734,9.7303415,5,12
The students at Hogwarts had trouble understanding the spell for some reason.,529,False,MC,The,students,at,Hogwarts,had,trouble,understanding,the,spell,for,some,reason.,,,,,186,spell,9,5.247858,0.00525877,13.446381,1.4464755e-06,0.7662769586328737,0.8614433493705486,4.795734,9.7303415,5,12
The princess could not be awakened by the spell for some reason.,530,False,LC,The,princess,could,not,be,awakened,by,the,spell,for,some,reason.,,,,,186,spell,9,5.1274266,0.005931806,13.580103,1.2654245e-06,0.7339232362496496,0.8393996871788657,4.795734,9.7303415,5,12
The web had been spun by the large spider on our porch.,531,True,HC,The,web,had,been,spun,by,the,large,spider,on,our,porch.,,,,,64,spider,9,8.52113,0.00019921426,17.803066,1.8544988e-08,0.6986633184813165,0.7972458169277361,5.4056773,10.439226099999999,6,11
My older brother refused to touch the large spider on our porch.,532,True,MC,My,older,brother,refused,to,touch,the,large,spider,on,our,porch.,,,,,64,spider,9,6.548821,0.0014318028,14.334366,5.9520147e-07,0.8833038015204386,0.979988886172153,5.4056773,10.439226099999999,6,11
My husband was trying to catch the large spider on our porch.,533,True,LC,My,husband,was,trying,to,catch,the,large,spider,on,our,porch.,,,,,64,spider,9,5.9892673,0.002505499,12.556047,3.5235294e-06,0.87552972810809,0.9081267512503008,5.4056773,10.439226099999999,6,11
"After the meal, she ate her sundae with a small metal spoon with a long handle.",534,True,HC,After,the,"meal,",she,ate,her,sundae,with,a,small,metal,spoon,with,a,long,handle.,139,spoon,12,0.7001376,0.49651697,6.8088565,0.0011039546,0.6989259880665342,0.759074421965909,5.6797023,9.5525866,5,10
Mike was searching around in the kitchen for a small metal spoon with a long handle.,535,True,MC,Mike,was,searching,around,in,the,kitchen,for,a,small,metal,spoon,with,a,long,handle.,139,spoon,12,3.7597723,0.023289043,7.8503885,0.00038960058,0.7488974042930912,0.8707589250748571,5.6797023,9.5525866,5,10
At the flea market in Sacramento he bought a small metal spoon with a long handle.,536,True,LC,At,the,flea,market,in,Sacramento,he,bought,a,small,metal,spoon,with,a,long,handle.,139,spoon,12,5.063309,0.006324596,8.735517,0.0001607731,0.7497898587528578,0.8909730051310876,5.6797023,9.5525866,5,10
The creature was either an octopus or a giant squid with long tentacles.,537,False,HC,The,creature,was,either,an,octopus,or,a,giant,squid,with,long,tentacles.,,,,134,squid,10,1.3335819,0.26353163,9.371243,8.513754e-05,0.2989573881837155,0.6740101167211475,5.8904543,11.487614,5,13
The group of scientists was attacked by a giant squid with long tentacles.,538,False,MC,The,group,of,scientists,was,attacked,by,a,giant,squid,with,long,tentacles.,,,,134,squid,10,3.7677903,0.023103056,13.612728,1.2248059e-06,0.7111332348137203,0.848780703302007,5.8904543,11.487614,5,13
The museum display had some pictures of a giant squid with long tentacles.,539,False,LC,The,museum,display,had,some,pictures,of,a,giant,squid,with,long,tentacles.,,,,134,squid,10,4.152441,0.015725981,13.350622,1.5918365e-06,0.7111332348137203,0.9018549094989944,5.8904543,11.487614,5,13
"The audience shouted ""boo!"" until the actor walked off the stage all by himself.",540,False,HC,The,audience,shouted,"""boo!""",until,the,actor,walked,off,the,stage,all,by,himself.,,,109,stage,11,0.26197293,0.76953185,13.447657,1.444631e-06,0.679369326325848,0.8366823600243701,4.157828,9.259181400000001,5,10
The technician had to adjust all the lights above the stage all by himself.,541,False,MC,The,technician,had,to,adjust,all,the,lights,above,the,stage,all,by,himself.,,,109,stage,11,6.2870736,0.0018601957,18.320652,1.1052027e-08,0.85206191179902,0.897760789934703,4.157828,9.259181400000001,5,10
"When we walked inside, we all saw Johnathan on the stage all by himself.",542,False,LC,When,we,walked,"inside,",we,all,saw,Johnathan,on,the,stage,all,by,himself.,,,109,stage,11,5.705971,0.003326047,18.087214,1.3957993e-08,0.8548028311425683,0.8933987005388015,4.157828,9.259181400000001,5,10
Even the professional dry cleaner wasn't able to remove the stain on his jacket.,543,False,HC,Even,the,professional,dry,cleaner,wasn't,able,to,remove,the,stain,on,his,jacket.,,,116,stain,11,3.9034288,0.020172626,8.389619,0.00022721387,0.6398872920684977,0.8341441779715191,5.7234364,10.3653674,5,10
My roommate needed some advice on how to remove the stain on his jacket.,544,False,MC,My,roommate,needed,some,advice,on,how,to,remove,the,stain,on,his,jacket.,,,116,stain,11,6.2674785,0.001897006,9.748368,5.838986e-05,0.671393867864515,0.8889482560715902,5.7234364,10.3653674,5,10
"During the wedding reception, all of the guests noticed the stain on his jacket.",545,False,LC,During,the,wedding,"reception,",all,of,the,guests,noticed,the,stain,on,his,jacket.,,,116,stain,11,7.8240027,0.0004000173,12.690522,3.080181e-06,0.877976421960244,0.952241246553338,5.7234364,10.3653674,5,10
The hopeful girl wished upon a star up in the sky.,546,True,HC,The,hopeful,girl,wished,upon,a,star,up,in,the,sky.,,,,,,220,star,7,6.4116697,0.00164228,15.9790535,1.14917256e-07,0.8311016789075434,0.9662686819061144,4.2303786,8.7948594,4,8
The sticker was shaped like a star up in the sky.,547,True,MC,The,sticker,was,shaped,like,a,star,up,in,the,sky.,,,,,,220,star,7,5.0771694,0.00623754,16.542803,6.539613e-08,0.9071269680774232,0.9405145983103516,4.2303786,8.7948594,4,8
"On the canvas, Andrew drew a star up in the sky.",548,True,LC,On,the,"canvas,",Andrew,drew,a,star,up,in,the,sky.,,,,,,220,star,7,8.002424,0.00033465037,16.689386,5.6479596e-08,0.939731330348115,0.972387766901842,4.2303786,8.7948594,4,8
"At the bar, the man sat on a stool in the corner.",549,True,HC,At,the,"bar,",the,man,sat,on,a,stool,in,the,corner.,,,,,164,stool,9,1.3067201,0.27070647,5.8073487,0.0030053877,0.7371055233947044,0.8166684815016463,5.8305593,8.9159757,5,10
"During timeout, Suzie had to sit on a stool in the corner.",550,True,MC,During,"timeout,",Suzie,had,to,sit,on,a,stool,in,the,corner.,,,,,164,stool,9,2.5845785,0.07542787,6.457975,0.0015679678,0.6797573306370072,0.8475120812553141,5.8305593,8.9159757,5,10
"To paint the ceiling, the decorator needed a stool in the corner.",551,True,LC,To,paint,the,"ceiling,",the,decorator,needed,a,stool,in,the,corner.,,,,,164,stool,9,9.387787,8.374058e-05,14.808317,3.7053528e-07,0.8305163390704341,0.8851016122401361,5.8305593,8.9159757,5,10
The hot pan was bubbling on the stove in the kitchen.,552,False,HC,The,hot,pan,was,bubbling,on,the,stove,in,the,kitchen.,,,,,,27,stove,8,0.7885195,0.45451722,4.443473,0.011755044,0.631027011411238,0.688752097245525,5.7095556,8.794972,5,10
The children weren't supposed to touch the stove in the kitchen.,553,False,MC,The,children,weren't,supposed,to,touch,the,stove,in,the,kitchen.,,,,,,27,stove,8,7.095491,0.0008288338,11.289267,1.2506443e-05,0.9090678785319836,0.9480753638730934,5.7095556,8.794972,5,10
Jan wasn't able to turn on the stove in the kitchen.,554,False,LC,Jan,wasn't,able,to,turn,on,the,stove,in,the,kitchen.,,,,,,27,stove,8,6.5653024,0.001408398,10.902073,1.842001e-05,0.8624304714496828,0.9451571684129824,5.7095556,8.794972,5,10
It's easy to spot a zebra because of its stripes and markings.,555,False,HC,It's,easy,to,spot,a,zebra,because,of,its,stripes,and,markings.,,,,,187,stripes,10,3.9160311,0.019919999,10.992572,1.6826225e-05,0.6126556531356606,0.8157235677676282,5.5612082,13.643756,7,19
It's easy to recognize a bumblebee because of its stripes and markings.,556,False,MC,It's,easy,to,recognize,a,bumblebee,because,of,its,stripes,and,markings.,,,,,187,stripes,10,7.0976925,0.00082701107,14.358921,5.8076415e-07,0.8394373270814119,0.8957804716348701,5.5612082,13.643756,7,19
It's easy to recognize a piranha because of its stripes and markings.,557,False,LC,It's,easy,to,recognize,a,piranha,because,of,its,stripes,and,markings.,,,,,187,stripes,10,7.2305017,0.0007241575,14.744118,3.9510363e-07,0.863539817109079,0.940794007877048,5.5612082,13.643756,7,19
"After cutting down the tree, all that was left was a stump beside the fence.",558,True,HC,After,cutting,down,the,"tree,",all,that,was,left,was,a,stump,beside,the,fence.,,7,stump,12,5.5092316,0.004049218,14.4831505,5.1291767e-07,0.6391488794319937,0.7398267388156166,5.6996555,11.9757496,5,14
"They had to hire the landscapers, to help them remove a stump beside the fence.",559,True,MC,They,had,to,hire,the,"landscapers,",to,help,them,remove,a,stump,beside,the,fence.,,7,stump,12,8.355992,0.0002349842,17.798666,1.8626771e-08,0.8034662607362304,0.8743929325665879,5.6996555,11.9757496,5,14
"Behind the storage shed, there were some dead branches and a stump beside the fence.",560,True,LC,Behind,the,storage,"shed,",there,were,some,dead,branches,and,a,stump,beside,the,fence.,,7,stump,12,7.028631,0.0008861439,14.897247,3.3900625e-07,0.7635239866051757,0.870956328640603,5.6996555,11.9757496,5,14
"To make the cake sweet, he added some more sugar and cinnamon.",561,True,HC,To,make,the,cake,"sweet,",he,added,some,more,sugar,and,cinnamon.,,,,,199,sugar,10,2.2376654,0.106707335,8.209958,0.00027193213,0.5267273029094213,0.6641484086893883,4.715965,12.978070500000001,5,17
My wife didn't notice that I added some more sugar and cinnamon.,562,True,MC,My,wife,didn't,notice,that,I,added,some,more,sugar,and,cinnamon.,,,,,199,sugar,10,3.389732,0.033717714,12.461273,3.8738053e-06,0.7413904598939989,0.918235090191691,4.715965,12.978070500000001,5,17
I reminded my wife that we needed some more sugar and cinnamon.,563,True,LC,I,reminded,my,wife,that,we,needed,some,more,sugar,and,cinnamon.,,,,,199,sugar,10,6.119183,0.0022002526,15.1129465,2.7323148e-07,0.8266162957366193,0.9353037248300862,4.715965,12.978070500000001,5,17
"To look good at the funeral, he needed to buy a suit at Kohl's.",564,True,HC,To,look,good,at,the,"funeral,",he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12,3.883887,0.02057071,18.29241,1.1368609e-08,0.7218951321681353,0.8712397248858321,4.526532,14.9460911,4,13
"He had a big date, and he needed to buy a suit at Kohl's.",565,True,MC,He,had,a,big,"date,",and,he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12,5.784512,0.0030748104,19.571962,3.1623122e-09,0.8743870487449861,0.8882868698541095,4.526532,14.9460911,4,13
"Because he's visiting his grandma soon, he needed to buy a suit at Kohl's.",566,True,LC,Because,he's,visiting,his,grandma,"soon,",he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12,5.835932,0.0029207005,18.961016,5.8255307e-09,0.8856969521883576,0.9506483034006664,4.526532,14.9460911,4,13
At two o'clock the British family always has crumpets and tea on the back porch.,567,True,HC,At,two,o'clock,the,British,family,always,has,crumpets,and,tea,on,the,back,porch.,,204,tea,11,5.3816695,0.0046001356,10.826925,1.9857569e-05,0.6488072089689886,0.8710534561495128,4.7191973,8.177135100000001,3,8
"At the breakfast buffet, the conference was serving coffee and tea on the back porch.",568,True,MC,At,the,breakfast,"buffet,",the,conference,was,serving,coffee,and,tea,on,the,back,porch.,,204,tea,11,1.9996163,0.13538723,7.81304,0.0004044268,0.3166750741674907,0.6569565439615996,4.7191973,8.177135100000001,3,8
When their mother was home they could have brownies and tea on the back porch.,569,True,LC,When,their,mother,was,home,they,could,have,brownies,and,tea,on,the,back,porch.,,204,tea,11,5.778602,0.0030930361,11.82773,7.299314e-06,0.6660540672674141,0.8555708914186333,4.7191973,8.177135100000001,3,8
The dentist was teaching Emma how to clean her teeth before bedtime.,570,False,HC,The,dentist,was,teaching,Emma,how,to,clean,her,teeth,before,bedtime.,,,,,80,teeth,10,0.4405919,0.6436553,13.298591,1.6768548e-06,0.4079042442587375,0.7934662998451153,4.917564,14.6862183,5,19
Our mother told my sister to always clean her teeth before bedtime.,571,False,MC,Our,mother,told,my,sister,to,always,clean,her,teeth,before,bedtime.,,,,,80,teeth,10,3.950964,0.01923615,14.278845,6.291823e-07,0.7781824242491584,0.9061251775489372,4.917564,14.6862183,5,19
The nanny reminded my sister to look after her teeth before bedtime.,572,False,LC,The,nanny,reminded,my,sister,to,look,after,her,teeth,before,bedtime.,,,,,80,teeth,10,8.357221,0.00023469573,19.50459,3.3827086e-09,0.8216571295236614,0.9231271996366612,4.917564,14.6862183,5,19
Everett lit the campfire while I pitched the tent near the woods.,573,True,HC,Everett,lit,the,campfire,while,I,pitched,the,tent,near,the,woods.,,,,,155,tent,9,6.406502,0.0016507893,13.634527,1.1983952e-06,0.5639746623823196,0.7921394451204384,5.20883,10.314783799999999,4,11
The kids at summer camp slept in the tent near the woods.,574,True,MC,The,kids,at,summer,camp,slept,in,the,tent,near,the,woods.,,,,,155,tent,9,4.395356,0.0123344865,11.129499,1.467303e-05,0.5383621527308222,0.6962173588077161,5.20883,10.314783799999999,4,11
Everett's dad asked if he could move the tent near the woods.,575,True,LC,Everett's,dad,asked,if,he,could,move,the,tent,near,the,woods.,,,,,155,tent,9,7.3796115,0.0006238432,15.301353,2.263115e-07,0.920657998495316,0.9529180930712724,5.20883,10.314783799999999,4,11
The pill I just swallowed is stuck in my throat which is uncomfortable.,576,False,HC,The,pill,I,just,swallowed,is,stuck,in,my,throat,which,is,uncomfortable.,,,,88,throat,10,2.0984743,0.1226434,10.467263,2.8452821e-05,0.5937345970510783,0.7640590080630526,5.267541,9.9564446,6,13
The doctor said I have something stuck in my throat which is uncomfortable.,577,False,MC,The,doctor,said,I,have,something,stuck,in,my,throat,which,is,uncomfortable.,,,,88,throat,10,1.0670897,0.34400824,6.944466,0.00096395484,0.6816182402026689,0.8592578806431183,5.267541,9.9564446,6,13
The doctor isn't able to do anything about my throat which is uncomfortable.,578,False,LC,The,doctor,isn't,able,to,do,anything,about,my,throat,which,is,uncomfortable.,,,,88,throat,10,6.468225,0.001551978,14.277633,6.2994536e-07,0.6816182402026689,0.9141899354437272,5.267541,9.9564446,6,13
He made a dentist appointment to extract his broken tooth that was infected.,579,True,HC,He,made,a,dentist,appointment,to,extract,his,broken,tooth,that,was,infected.,,,,82,tooth,10,2.5367517,0.079123,10.976021,1.7107035e-05,0.4169549477116296,0.7909705713932658,5.373115,9.5732962,5,12
He had difficulty speaking because he had a broken tooth that was infected.,580,True,MC,He,had,difficulty,speaking,because,he,had,a,broken,tooth,that,was,infected.,,,,82,tooth,10,5.093514,0.006136419,10.488785,2.7847014e-05,0.7718372172843259,0.8685824511289878,5.373115,9.5732962,5,12
"After some discussion, they decided to remove the broken tooth that was infected.",581,True,LC,After,some,"discussion,",they,decided,to,remove,the,broken,tooth,that,was,infected.,,,,82,tooth,10,8.150954,0.00028845997,14.298844,6.167239e-07,0.7718372172843259,0.8940643047443468,5.373115,9.5732962,5,12
The tiny maple sapling has grown into a large tree in the front yard.,582,True,HC,The,tiny,maple,sapling,has,grown,into,a,large,tree,in,the,front,yard.,,,71,tree,10,3.0405629,0.047807973,7.4344726,0.00059054035,0.3868411871243014,0.6870551849584384,4.518006,7.6034223999999995,4,9
The bicycle was swerving and crashed into a large tree in the front yard.,583,True,MC,The,bicycle,was,swerving,and,crashed,into,a,large,tree,in,the,front,yard.,,,71,tree,10,1.0407711,0.35318223,4.9042406,0.007415072,0.7955372610292614,0.851082339679809,4.518006,7.6034223999999995,4,9
Joan and her decorator decided to add a large tree in the front yard.,584,True,LC,Joan,and,her,decorator,decided,to,add,a,large,tree,in,the,front,yard.,,,71,tree,10,6.4872794,0.001522686,10.9864435,1.6929658e-05,0.7955372610292614,0.915817683148472,4.518006,7.6034223999999995,4,9
Ben unloaded the bags of cement from the back of the truck in the garage.,585,False,HC,Ben,unloaded,the,bags,of,cement,from,the,back,of,the,truck,in,the,garage.,,41,truck,12,1.5168778,0.21939582,7.1321826,0.00079897366,0.6583953155035056,0.8378184157735722,4.616787,7.7022034,5,10
The fugitive hid from the police in the back of the truck in the garage.,586,False,MC,The,fugitive,hid,from,the,police,in,the,back,of,the,truck,in,the,garage.,,41,truck,12,3.4237516,0.032589942,8.291983,0.00025051727,0.7075958621762464,0.8465992955477283,4.616787,7.7022034,5,10
Ben was being so violent that he tried to smash the truck in the garage.,587,False,LC,Ben,was,being,so,violent,that,he,tried,to,smash,the,truck,in,the,garage.,,41,truck,12,7.0890346,0.00083420234,11.1094,1.4970937e-05,0.7950515005722286,0.9399649996111068,4.616787,7.7022034,5,10
"There's no need to lie, you can tell me the truth about Sarah.",588,False,HC,There's,no,need,to,"lie,",you,can,tell,me,the,truth,about,Sarah.,,,,19,truth,11,1.5188764,0.21895777,14.181579,6.934556e-07,0.523500821898192,0.7119194392993683,4.3019457,13.4079542,5,16
